name,position,now_cost,predicted_rating
Rúben Diogo da Silva Neves,MID,52,37
Daniel Castelo Podence,MID,55,28
Morgan Gibbs-White,MID,45,0
Pedro Lomba Neto,MID,62,10
Owen Otasowie,MID,45,0
Francisco Machado Mota de Castro Trincão,MID,56,21
Luke Cundle,MID,44,3
Chem Campbell,MID,44,0
Bruno André Cavaco Jordão,MID,45,0
Ryan Giles,MID,45,0
Francisco Jorge Tomás Oliveira,MID,55,8
Cédric Soares,DEF,42,24
Pablo Marí,DEF,42,4
Héctor Bellerín,DEF,48,1
Sead Kolasinac,DEF,42,2
Rob Holding,DEF,41,14
Kieran Tierney,DEF,49,50
Gabriel Magalhães,DEF,53,69
Konstantinos Mavropanos,DEF,45,1
William Saliba,DEF,45,1
Ben White,DEF,46,53
Nuno Varela Tavares,DEF,43,22
Takehiro Tomiyasu,DEF,45,36
Ryan Alebiosu,DEF,40,1
Zach Awe,DEF,40,1
Zak Swanson,DEF,40,1
Mazeed Ogungbo,DEF,40,1
Alex Kirk,DEF,40,1
Calum Chambers,DEF,42,20
Björn Engels,DEF,45,1
Kortney Hause,DEF,44,9
Tyrone Mings,DEF,50,58
Matthew Cash,DEF,53,68
Ezri Konsa Ngoyo,DEF,49,39
Frédéric Guilbert,DEF,45,1
Ashley Young,DEF,47,24
Lucas Digne,DEF,50,41
Lamare Bogarde,DEF,40,1
Josh Feeney,DEF,40,1
Kaine Hayden,DEF,40,1
Pontus Jansson,DEF,45,59
Rico Henry,DEF,45,51
Charlie Goode,DEF,39,8
Mads Roerslev Rasmussen,DEF,41,18
Mads Bech Sørensen,DEF,43,12
Ethan Pinnock,DEF,44,43
Kristoffer Ajer,DEF,44,40
Dominic Thompson,DEF,44,3
Finley Stevens,DEF,39,2
Mathias Jorgensen,DEF,45,9
Julian Jeanvier,DEF,40,1
Shane Duffy,DEF,40,26
Lewis Dunk,DEF,48,47
Adam Webster,DEF,43,27
Joël Veltman,DEF,42,46
Bernardo Fernandes Da Silva Junior,DEF,40,1
Tariq Lamptey,DEF,45,35
Michal Karbownik,DEF,40,1
Haydon Roberts,DEF,39,1
Marc Cucurella,DEF,49,61
Ed Turns,DEF,40,1
Odeluga Offiah,DEF,40,1
James Tarkowski,DEF,49,41
Phil Bardsley,DEF,39,1
Erik Pieters,DEF,41,18
Kevin Long,DEF,40,4
Ben Mee,DEF,46,36
Matthew Lowton,DEF,44,29
Charlie Taylor,DEF,44,35
Nathan Collins,DEF,43,28
Bobby Thomas,DEF,39,1
Owen Dodgson,DEF,39,1
Connor Roberts,DEF,44,33
César Azpilicueta,DEF,56,42
Thiago Emiliano da Silva,DEF,56,64
Marcos Alonso,DEF,57,56
Antonio Rüdiger,DEF,61,71
Andreas Christensen,DEF,46,34
Benjamin Chilwell,DEF,56,24
Ethan Ampadu,DEF,45,1
Reece James,DEF,65,63
Malang Sarr,DEF,49,15
Trevoh Chalobah,DEF,47,47
Emerson Palmieri dos Santos,DEF,45,2
Robert Kenedy Nunes do Nascimento,DEF,45,3
James Tomkins,DEF,43,9
Cheikhou Kouyaté,DEF,45,37
Martin Kelly,DEF,38,1
Jarosław Jach,DEF,42,1
Nathan Ferguson,DEF,45,2
Tyrick Mitchell,DEF,45,52
Joel Ward,DEF,45,37
Marc Guéhi,DEF,45,60
Joachim Andersen,DEF,47,60
Nathaniel Clyne,DEF,43,29
Reece Hannam,DEF,39,1
Tayo Adaramola,DEF,40,1
Seamus Coleman,DEF,49,40
Michael Keane,DEF,46,47
Yerry Mina,DEF,49,12
Mason Holgate,DEF,42,30
Ben Godfrey,DEF,47,24
Jonjoe Kenny,DEF,43,13
Jarrad Branthwaite,DEF,40,4
Niels Nkounkou,DEF,40,1
Reece Welch,DEF,40,1
Nathan Patterson,DEF,41,1
Vitalii Mykolenko,DEF,49,19
Jonny Evans,DEF,54,20
Ricardo Domingos Barbosa Pereira,DEF,52,18
Daniel Amartey,DEF,40,28
Timothy Castagne,DEF,53,36
Çaglar Söyüncü,DEF,49,32
James Justin,DEF,49,15
Luke Thomas,DEF,43,26
Wesley Fofana,DEF,43,9
Jannik Vestergaard,DEF,47,9
Ryan Bertrand,DEF,46,3
Vontae Daley-Campbell,DEF,40,1
Ben Nelson,DEF,40,1
Liam Cooper,DEF,44,28
Luke Ayling,DEF,43,28
Diego Llorente,DEF,45,31
Robin Koch,DEF,43,14
Pascal Struijk,DEF,43,21
Héctor Junior Firpo Adames,DEF,47,15
Cody Drameh,DEF,39,3
Charlie Cresswell,DEF,40,3
Leo Fuhr Hjelde,DEF,40,3
Kris Moore,DEF,40,1
Joel Matip,DEF,53,81
Virgil van Dijk,DEF,68,86
Andrew Robertson,DEF,73,85
Trent Alexander-Arnold,DEF,84,95
Joseph Gomez,DEF,47,10
Nathaniel Phillips,DEF,42,1
Ibrahima Konaté,DEF,51,20
Konstantinos Tsimikas,DEF,37,21
Neco Williams,DEF,38,3
Rhys Williams,DEF,44,1
Ben Davies,DEF,40,1
Conor Bradley,DEF,40,1
Owen Beck,DEF,40,1
Jarell Quansah,DEF,40,1
Kyle Walker,DEF,54,41
John Stones,DEF,52,32
Benjamin Mendy,DEF,52,3
João Pedro Cavaco Cancelo,DEF,72,94
Nathan Aké,DEF,47,26
Aymeric Laporte,DEF,60,76
Rúben Santos Gato Alves Dias,DEF,62,66
Oleksandr Zinchenko,DEF,53,29
Luke Mbete,DEF,39,1
Joshua Wilson-Esbrand,DEF,39,1
Conrad Egan-Riley,DEF,40,2
Harry Maguire,DEF,54,36
Luke Shaw,DEF,50,26
Alex Nicolao Telles,DEF,49,32
Axel Tuanzebe,DEF,44,8
Victor Lindelöf,DEF,48,38
Eric Bailly,DEF,49,3
Aaron Wan-Bissaka,DEF,51,22
José Diogo Dalot Teixeira,DEF,42,28
Raphaël Varane,DEF,55,34
Phil Jones,DEF,45,3
Álvaro Fernández,DEF,40,1
Matt Targett,DEF,47,50
Dan Burn,DEF,44,45
Matt Ritchie,DEF,49,14
Ciaran Clark,DEF,44,10
Jamaal Lascelles,DEF,44,25
Paul Dummett,DEF,45,4
Javier Manquillo,DEF,39,18
Emil Krafth,DEF,43,29
Fabian Schär,DEF,41,41
Jamal Lewis,DEF,42,5
Federico Fernández,DEF,43,6
Kieran Trippier,DEF,49,13
Brandon Williams,DEF,39,20
Grant Hanley,DEF,44,38
Sam Byram,DEF,44,13
Christoph Zimmermann,DEF,44,3
Max Aarons,DEF,43,29
Jacob Sørensen,DEF,43,6
Andrew Omobamidele,DEF,39,7
Ben Gibson,DEF,44,37
Dimitris Giannoulis,DEF,44,21
Bali Mumba,DEF,39,2
Ozan Kabak,DEF,43,12
Jonathan Tomkinson,DEF,40,1
Jack Stephens,DEF,44,9
Kyle Walker-Peters,DEF,48,42
Jan Bednarek,DEF,44,45
Mohammed Salisu,DEF,45,41
Romain Perraud,DEF,48,19
Tino Livramento,DEF,42,40
Yan Valery,DEF,39,7
Lyanco Evangelista Silveira Neves Vojnovic,DEF,44,12
Dynel Simeu,DEF,40,1
Thierry Small,DEF,40,1
Toby Alderweireld,DEF,50,1
Serge Aurier,DEF,49,1
Matt Doherty,DEF,45,30
Eric Dier,DEF,47,64
Ben Davies,DEF,45,50
Davinson Sánchez,DEF,42,46
Ryan Sessegnon,DEF,44,28
Sergio Reguilón,DEF,50,50
Japhet Tanganga,DEF,42,18
Joe Rodon,DEF,42,3
Cristian Romero,DEF,48,31
Emerson Aparecido Leite de Souza Junior,DEF,46,50
Tobi Omole,DEF,39,1
Marcel Lavinier,DEF,40,1
Danny Rose,DEF,42,5
Craig Cathcart,DEF,42,24
Francisco Femenía Far,DEF,43,27
Christian Kabasele,DEF,43,12
William Troost-Ekong,DEF,43,13
Adam Masina,DEF,43,14
Francisco Sierralta,DEF,43,4
Marc Navarro,DEF,40,1
Jeremy Ngakia,DEF,42,13
Ben Wilmot,DEF,45,1
Matthew Pollock,DEF,40,1
Nicolas Nkoulou,DEF,44,3
James Morris,DEF,40,1
Hassane Kamara,DEF,45,20
Samir Caetano de Souza Santos,DEF,45,20
Kurt Zouma,DEF,54,32
Angelo Ogbonna,DEF,49,17
Winston Reid,DEF,39,1
Aaron Cresswell,DEF,54,55
Craig Dawson,DEF,49,42
Ryan Fredericks,DEF,44,4
Arthur Masuaku,DEF,44,14
Vladimir Coufal,DEF,47,37
Issa Diop,DEF,42,16
Ben Johnson,DEF,39,23
Frederik Alves,DEF,40,1
Jamal Baptiste,DEF,39,1
Harrison Ashby,DEF,40,2
Ajibola Alese,DEF,40,1
Pierre Ekwah,DEF,40,1
Willy Boly,DEF,49,12
Conor Coady,DEF,47,65
Romain Saïss,DEF,48,51
Fernando Marçal,DEF,42,32
Jonathan Castro Otto,DEF,45,18
Nélson Cabral Semedo,DEF,48,45
Max Kilman,DEF,45,51
Ki-Jana Hoever,DEF,39,6
Yerson Mosquera Valdelamar,DEF,44,1
Rayan Ait Nouri,DEF,41,40
Christian Marques,DEF,40,1
Hugo Bueno,DEF,40,1
Toti António Gomes,DEF,44,4
Dion Sanderson,DEF,40,1
