name,position,now_cost,predicted_rating
Thakgalo Leshabela,MID,44,0
Sidnei Tavares,MID,44,2
Shane Flynn,MID,45,0
Thanawat Suengchitthawon,MID,45,0
Tawanda Maswanhise,MID,45,0
Pablo Hernández Domínguez,MID,57,11
Mateusz Klich,MID,52,37
Adam Forshaw,MID,48,0
Jack Harrison,MID,56,54
Kalvin Phillips,MID,49,28
Hélder Wander Sousa de Azevedo e Costa,MID,50,19
Tyler Roberts,MID,46,17
Jay-Roy Grot,MID,47,0
Ian Carlo Poveda-Ocampo,MID,42,5
Jamie Shackleton,MID,48,5
Jordan Stevens,MID,43,0
Mateusz Bogusz,MID,43,0
Raphael Dias Belloli,MID,56,52
Jack Jenkins,MID,45,0
Crysencio Summerville,MID,44,0
James Milner,MID,53,14
Georginio Wijnaldum,MID,53,34
Jordan Henderson,MID,54,22
Xherdan Shaqiri,MID,64,11
Alex Oxlade-Chamberlain,MID,63,7
Sadio Mané,MID,118,67
Fabio Henrique Tavares,MID,54,25
Mohamed Salah,MID,129,88
Harry Wilson,MID,51,0
Naby Keita,MID,52,7
Curtis Jones,MID,44,18
Harvey Elliott,MID,43,0
Diogo Jota,MID,69,33
Thiago Alcántara do Nascimento,MID,55,23
Leighton Clarkson,MID,45,0
Jake Cain,MID,45,0
Ben Woodburn,MID,45,0
Ilkay Gündogan,MID,55,59
Kevin De Bruyne,MID,118,56
Riyad Mahrez,MID,81,54
Raheem Sterling,MID,109,60
Bernardo Mota Veiga de Carvalho e Silva,MID,74,37
Phil Foden,MID,61,50
Tommy Doyle,MID,44,0
Rodrigo Hernandez,MID,53,36
Ferran Torres,MID,70,34
Adrián Bernabé,MID,45,0
Cole Palmer,MID,44,0
Felix Nmecha,MID,45,0
Claudio Gomes,MID,45,0
Juan Mata,MID,58,11
Nemanja Matic,MID,47,14
Paul Pogba,MID,76,33
Frederico Rodrigues de Paula Santos,MID,53,28
Bruno Miguel Borges Fernandes,MID,113,89
Andreas Pereira,MID,48,0
Marcus Rashford,MID,96,64
Scott McTominay,MID,49,33
Daniel James,MID,62,17
Mason Greenwood,MID,73,39
Tahith Chong,MID,44,0
James Garner,MID,44,0
Donny van de Beek,MID,66,12
Facundo Pellistri,MID,52,0
Amad Diallo,MID,54,3
Shola Shoretire,MID,44,1
Anthony Elanga,MID,45,4
Hannibal Mejbri,MID,45,0
Joseph Willock,MID,49,31
Jonjo Shelvey,MID,53,32
Matt Ritchie,MID,49,18
Christian Atsu,MID,52,0
Isaac Hayden,MID,46,17
Rolando Aarons,MID,48,0
Allan Saint-Maximin,MID,52,32
Miguel Almirón,MID,56,36
Sean Longstaff,MID,46,14
Jeff Hendrick,MID,45,16
Matthew Longstaff,MID,48,4
Jacob Murphy,MID,49,26
Ryan Fraser,MID,56,15
Elliot Anderson,MID,45,0
John Fleck,MID,56,25
Oliver Norwood,MID,45,25
John Lundstram,MID,48,18
Ben Osborn,MID,47,19
Sander Berge,MID,49,12
Oliver Burke,MID,41,15
Luke Freeman,MID,50,0
Iliman Ndiaye,MID,45,0
Zak Brunt,MID,45,0
Frankie Maguire,MID,44,0
Femi Seriki,MID,45,0
Theo Walcott,MID,58,21
Takumi Minamino,MID,60,18
Oriol Romeu Vidal,MID,45,20
Nathan Redmond,MID,64,25
Stuart Armstrong,MID,55,42
James Ward-Prowse,MID,59,60
Sofiane Boufal,MID,54,0
Josh Sims,MID,43,0
William Smallbone,MID,43,2
Moussa Djenepo,MID,54,15
Nathan Tella,MID,43,12
Ibrahima Diallo,MID,45,11
Kgaogelo Chauke,MID,44,0
Will Ferry,MID,45,0
Caleb Watts,MID,45,1
Alexandre Jankewitz,MID,45,0
Ryan Finnigan,MID,45,0
Moussa Sissoko,MID,47,15
Erik Lamela,MID,57,11
Heung-Min Son,MID,96,79
Lucas Rodrigues Moura da Silva,MID,64,26
Bamidele Alli,MID,74,11
Pierre-Emile Højbjerg,MID,49,38
Harry Winks,MID,51,9
Steven Bergwijn,MID,70,14
Gedson Carvalho Fernandes,MID,47,0
Giovani Lo Celso,MID,69,13
Oliver Skipp,MID,44,0
Tanguy Ndombele,MID,59,35
Gareth Bale,MID,92,41
Alfie Devine,MID,44,0
Nile John,MID,45,0
Jake Livermore,MID,47,8
Kamil Grosicki,MID,52,3
Matt Phillips,MID,51,23
Romaine Sawyers,MID,46,12
Jonathan Leko,MID,45,0
Kyle Edwards,MID,46,2
Sam Field,MID,48,2
Rekeem Harper,MID,43,1
Robert Snodgrass,MID,56,6
Grady Diangana,MID,50,13
Matheus Pereira,MID,54,57
Conor Gallagher,MID,55,27
Filip Krovinovic,MID,49,7
Okay Yokuslu,MID,45,14
Taylor Gardner-Hickman,MID,45,0
Toby King,MID,45,0
Tim Iroegbunam,MID,45,0
Jesse Lingard,MID,66,39
Mark Noble,MID,45,9
Jack Wilshere,MID,49,0
Andriy Yarmolenko,MID,55,6
Manuel Lanzini,MID,64,11
Felipe Anderson Pereira Gomes,MID,61,1
Jarrod Bowen,MID,58,49
Declan Rice,MID,47,34
Tomas Soucek,MID,52,56
Pablo Fornals,MID,58,46
Saïd Benrahma,MID,59,25
Conor Coventry,MID,45,0
João Filipe Iria Santos Moutinho,MID,51,29
Leander Dendoncker,MID,46,29
Adama Traoré,MID,60,38
Rúben Diogo da Silva Neves,MID,51,41
Daniel Castelo Podence,MID,53,26
Morgan Gibbs-White,MID,49,9
Pedro Lomba Neto,MID,55,48
Bruno André Cavaco Jordao,MID,43,0
Vitor Ferreira,MID,47,9
Meritan Shabani,MID,44,0
Owen Otasowie,MID,45,3
Theo Corbeanu,MID,44,0
Taylor Perry,MID,44,0
Luke Cundle,MID,45,0
Sokratis Papastathopoulos,DEF,48,1
David Luiz Moreira Marinho,DEF,54,20
Cédric Soares,DEF,46,13
Shkodran Mustafi,DEF,50,3
Pablo Marí,DEF,44,17
Héctor Bellerín,DEF,50,44
Calum Chambers,DEF,45,17
Sead Kolasinac,DEF,48,2
Rob Holding,DEF,43,51
Kieran Tierney,DEF,52,46
William Saliba,DEF,40,1
Gabriel Magalhães,DEF,49,39
Ahmed El Mohamady,DEF,42,17
Neil Taylor,DEF,42,1
Bjorn Engels,DEF,44,1
Kortney Hause,DEF,44,15
Tyrone Mings,DEF,54,62
Matt Targett,DEF,50,70
James Bree,DEF,45,1
Ezri Konsa Ngoyo,DEF,46,56
Frédéric Guilbert,DEF,43,1
Matthew Cash,DEF,50,45
Shane Duffy,DEF,43,1
Dan Burn,DEF,42,36
Lewis Dunk,DEF,48,62
Martín Montoya,DEF,45,1
Adam Webster,DEF,43,43
Joël Veltman,DEF,43,47
Matthew Clarke,DEF,44,1
Ben White,DEF,45,52
Bernardo Fernandes da Silva Junior,DEF,39,4
Tariq Lamptey,DEF,46,18
Michal Karbownik,DEF,45,1
James Tarkowski,DEF,53,53
Phil Bardsley,DEF,44,3
Erik Pieters,DEF,43,22
Kevin Long,DEF,43,8
Ben Mee,DEF,47,50
Matthew Lowton,DEF,44,51
Ben Gibson,DEF,39,1
Charlie Taylor,DEF,44,40
Jimmy Dunne,DEF,38,5
Bobby Thomas,DEF,39,1
Anthony Driscoll-Glennon,DEF,39,1
Richard Nartey,DEF,40,1
César Azpilicueta,DEF,58,54
Marcos Alonso,DEF,56,28
Antonio Rüdiger,DEF,47,45
Kurt Zouma,DEF,53,51
Emerson Palmieri dos Santos,DEF,47,4
Andreas Christensen,DEF,47,31
Fikayo Tomori,DEF,47,2
Reece James,DEF,51,55
Benjamin Chilwell,DEF,59,63
Thiago Thiago,DEF,56,48
Valentino Livramento,DEF,40,1
Gary Cahill,DEF,45,26
Mamadou Sakho,DEF,44,3
James Tomkins,DEF,44,10
Joel Ward,DEF,43,33
Martin Kelly,DEF,41,2
Patrick van Aanholt,DEF,54,27
Nathan Ferguson,DEF,38,1
Tyrick Mitchell,DEF,38,25
Scott Dann,DEF,42,19
Sam Woods,DEF,40,1
Ryan Inniss,DEF,40,1
Nathaniel Clyne,DEF,45,15
Reece Hannam,DEF,40,1
Seamus Coleman,DEF,49,40
Lucas Digne,DEF,62,60
Michael Keane,DEF,50,62
Jonjoe Kenny,DEF,43,3
Yerry Mina,DEF,55,39
Mason Holgate,DEF,48,40
Jarrad Branthwaite,DEF,39,1
Niels Nkounkou,DEF,40,2
Ben Godfrey,DEF,51,50
Kyle John,DEF,40,1
Ryan Astley,DEF,40,1
Reece Welch,DEF,40,1
Maxime Le Marchand,DEF,41,2
Tim Ream,DEF,42,7
Michael Hector,DEF,41,3
Cyrus Christie,DEF,42,1
Joe Bryan,DEF,45,13
Alfie Mawson,DEF,43,1
Zeze Steven Sessegnon,DEF,43,1
Antonee Robinson,DEF,44,31
Kenny Tete,DEF,43,26
Denis Odoi,DEF,42,3
Ola Aina,DEF,43,47
Joachim Andersen,DEF,45,45
Tosin Adarabioyo,DEF,45,48
Terence Kongolo,DEF,43,3
Wes Morgan,DEF,44,3
Christian Fuchs,DEF,45,13
Jonny Evans,DEF,56,52
Ricardo Domingos Barbosa Pereira,DEF,59,16
Daniel Amartey,DEF,39,10
Filip Benkovic,DEF,43,1
Çaglar Söyüncü,DEF,53,31
James Justin,DEF,48,49
Luke Thomas,DEF,41,13
Timothy Castagne,DEF,58,44
Wesley Fofana,DEF,50,37
Vontae Daley-Campbell,DEF,40,1
Liam Cooper,DEF,43,37
Barry Douglas,DEF,38,1
Luke Ayling,DEF,44,53
Stuart Dallas,DEF,55,72
Ezgjan Alioski,DEF,44,52
Pascal Struijk,DEF,40,36
Leif Davis,DEF,38,2
Oliver Casey,DEF,38,1
Robin Koch,DEF,43,20
Diego Llorente,DEF,44,24
Charlie Cresswell,DEF,40,1
Gaetano Berardi,DEF,40,5
Cody Drameh,DEF,40,1
Konstantinos Tsimikas,DEF,49,2
Joel Matip,DEF,54,20
Virgil van Dijk,DEF,62,8
Andrew Robertson,DEF,73,80
Trent Alexander-Arnold,DEF,78,79
Joseph Gomez,DEF,52,6
Neco Williams,DEF,38,6
Nathaniel Phillips,DEF,42,33
Rhys Williams,DEF,40,15
Ozan Kabak,DEF,50,15
Ben Davies,DEF,47,1
Billy Koumetio,DEF,40,1
Fernando Luiz Rosa,DEF,54,32
Nicolás Otamendi,DEF,49,1
Kyle Walker,DEF,61,43
John Stones,DEF,51,59
Benjamin Mendy,DEF,59,25
João Pedro Cavaco Cancelo,DEF,58,66
Nathan Aké,DEF,54,16
Aymeric Laporte,DEF,60,30
Oleksandr Zinchenko,DEF,55,34
Eric Garcia,DEF,47,5
Rúben Santos Gato Alves Dias,DEF,59,68
Luke Mbete,DEF,40,1
Taylor Harwood-Bellis,DEF,40,1
Chris Smalling,DEF,49,1
Marcos Rojo,DEF,48,1
Phil Jones,DEF,48,1
Harry Maguire,DEF,55,61
Luke Shaw,DEF,55,61
Axel Tuanzebe,DEF,41,5
Victor Lindelöf,DEF,48,49
Eric Bailly,DEF,48,16
Timothy Fosu-Mensah,DEF,43,3
Aaron Wan-Bissaka,DEF,58,71
José Diogo Dalot Teixeira,DEF,48,1
Brandon Williams,DEF,42,3
Teden Mengi,DEF,39,1
Alex Nicolao Telles,DEF,53,14
William Fish,DEF,40,2
Federico Fernández,DEF,47,27
Ciaran Clark,DEF,45,22
Florian Lejeune,DEF,43,1
Jamaal Lascelles,DEF,42,21
Paul Dummett,DEF,44,20
Javier Manquillo,DEF,42,14
Emil Krafth,DEF,42,24
Fabian Schär,DEF,48,15
DeAndre Yedlin,DEF,43,8
Kelland Watts,DEF,39,1
Jamal Lewis,DEF,40,22
Chris Basham,DEF,46,25
Enda Stevens,DEF,50,28
George Baldock,DEF,49,30
Jack Robinson,DEF,42,14
John Egan,DEF,47,27
Jack O'Connell,DEF,47,3
Ethan Ampadu,DEF,43,22
Jayden Bogle,DEF,43,18
Max Lowe,DEF,42,5
Phil Jagielka,DEF,39,4
Kean Bryan,DEF,39,15
Kyron Gordon,DEF,40,1
Harry Boyes,DEF,40,1
Ryan Bertrand,DEF,50,39
Jack Stephens,DEF,46,22
Jannik Vestergaard,DEF,47,43
Kyle Walker-Peters,DEF,47,46
Jan Bednarek,DEF,47,49
Yan Valery,DEF,47,3
Jake Vokins,DEF,39,2
Mohammed Salisu,DEF,43,9
Kayne Ramsay,DEF,40,1
Allan Tchaptchet,DEF,40,2
Danny Rose,DEF,47,1
Toby Alderweireld,DEF,54,45
Serge Aurier,DEF,52,39
Eric Dier,DEF,46,38
Ben Davies,DEF,45,24
Davinson Sánchez,DEF,52,21
Ryan Sessegnon,DEF,47,1
Japhet Tanganga,DEF,49,8
Juan Foyth,DEF,43,1
Matt Doherty,DEF,56,23
Cameron Carter-Vickers,DEF,39,1
Sergio Reguilón,DEF,55,44
Joe Rodon,DEF,49,13
Ainsley Maitland-Niles,DEF,46,31
Kieran Gibbs,DEF,43,7
Kyle Bartley,DEF,44,33
Ahmed El-Sayed Hegazy,DEF,41,4
Conor Townsend,DEF,44,38
Oluwasemilogo Adesewo Ibidapo Ajayi,DEF,48,25
Darnell Furlong,DEF,45,41
Dara O'Shea,DEF,42,21
Cedric Kipre,DEF,43,1
Branislav Ivanovic,DEF,44,11
Lee Peltier,DEF,39,3
Caleb Taylor,DEF,40,1
Angelo Ogbonna,DEF,47,48
Aaron Cresswell,DEF,57,72
Ryan Fredericks,DEF,42,14
Arthur Masuaku,DEF,43,21
Fabián Balbuena,DEF,41,20
Issa Diop,DEF,43,20
Ben Johnson,DEF,39,11
Vladimir Coufal,DEF,48,61
Craig Dawson,DEF,45,36
Frederik Alves,DEF,40,1
Jamal Baptiste,DEF,40,1
Ryan Bennett,DEF,44,1
Willy Boly,DEF,54,34
Conor Coady,DEF,49,53
Romain Saïss,DEF,49,47
Jonathan Castro Otto,DEF,54,7
Oskar Buur,DEF,39,2
Max Kilman,DEF,38,27
Rúben Gonçalo Silva Nascimento Vinagre,DEF,41,3
Fernando Marçal,DEF,47,9
Ki-Jana Hoever,DEF,44,7
Nélson Cabral Semedo,DEF,51,53
Rayan Ait Nouri,DEF,50,26
Lewis Richards,DEF,40,1
Christian Marques,DEF,39,1
Nigel Lonwijk,DEF,39,1
Hugo Bueno,DEF,40,1
